sample_HFS156	sample_HFS157-resub	sample_HFS158	sample_HFS159	sample_HFS160	sample_HFS199	sample_HFS200	sample_HFS201	sample_HFS202	sample_HFS253	sample_HFS254	sample_HFS255	sample_HFS256	sample_HFS257	sample_HFS303	sample_HFS304	sample_HFS305	sample_HFS306	sample_HFS307	sample_HFS348	sample_HFS349	sample_HFS350	sample_HFS351	sample_HFS352
SNCB	785.884	887.539	893.126	963.409	963.95	913.285	775.939	1042.68	937.852	945.431	926.176	747.366	932.044	658.26	778.971	747.077	813.611	936.671	1155.74	946.633	875.012	1005.68	966.368	762.7
SNCG	1.70282	0.777054	0	1.82713	2.2372	0.585691	0	0	0.96081	1.29086	1.92444	0.74265	0	0.510254	0.500976	0.783235	0.864056	0.782287	1.10503	0.42573	0.35731	0.361718	0.851004	1.18897
SND1	42.6532	35.2308	46.8805	47.7969	48.7442	46.4875	41.2115	41.7061	48.6003	41.1499	45.5063	45.4096	44.8707	42.7817	51.4779	49.881	50.1965	51.4031	55.1584	44.4446	43.6274	41.9858	39.2934	42.5712
SNED1	0.717435	0.182615	0.524386	0.903928	0.318937	0.668644	0.508904	1.07673	0.32671	1.63478	0.568594	0.991571	0.694208	0.380496	1.2068	0.563388	0.607804	1.0357	0.788476	0.456012	0.466694	0.15746	1.19034	0.385631
SNF8	122.671	116.746	109.363	107.795	99.9376	98.7466	101.861	105.454	109.004	94.5806	107.842	89.6168	101.778	119.119	100.222	100.737	103.675	98.848	96.3218	110.041	92.824	101.156	102.094	105.83
SNIP1	10.6150062	10.89114	13.17534	12.0073061024805	12.34176969	18.37060237	13.460601	13.954101	12.772446	15.422996	13.437436	12.753266	13.356637	13.820763	17.86936	16.625299	11.612911	11.64436	14.01751136	13.005145	13.63407	9.61985	15.58171	13.482417
SNN	277.4	318.928	258.283	235.639	181.151	121.562	261.827	238.374	181.709	164.12	231.811	193.131	267.916	322.891	287.243	337.818	307.609	250.713	321.078	212.513	214.547	218.125	184.609	253.117
SNORC	0.502142	0	0.575564	0	1.31294	0	0	0	0	0	0	0	0.55037	0	0	0.609443	0	0	0	0	0	0	0	0
SNPH	245.534466	162.73117273593	189.857313	182.40266597138	193.221360102936	148.824618862653	180.51352369031	199.43197	193.1478	186.238795	221.15596486448	193.8559260459	205.972890298251	151.50432839	191.51187	210.275230018385	268.449484548763	230.63247	253.374496	187.351903	229.936326415	255.816146	204.6893	219.0359491825
SNRK	13.3413	14.5932	17.5683	12.3558	20.3347	25.5541	17.9778	16.1471	21.7084	23.5121	18.642	21.2815	17.4526	15.7903	19.6462	19.8533	14.8111	18.8679	13.9238	23.8529	25.3672	20.0672	21.2769	21.2854
SNRNP200	32.2965	38.3346	40.6168	37.6891	43.7378	55.8577	47.6778	46.507	55.5575	53.8331	54.7956	56.0595	48.9777	51.8122	59.9034	47.1796	45.8202	61.4043	53.8491	56.4557	51.661	46.3857	51.6654	51.5195
SNRNP25	186.299	204.632	196.535	205.642	166.778	174.708	163.441	173.307	156.931	148.218	143.609	160.989	150.793	168.1	122.399	158.586	174.238	149.702	172.47	144.397	148.444	137.986	142.695	140.872
SNRNP27	108.862	104.423	124.902	129.317	112.856	131.924	118.021	113.811	125.715	133.94	143.122	126.265	149.182	107.853	143.001	139.249	96.235	98.4483	90.4026	134.219	158.036	140.797	142.492	125.871
SNRNP35	18.09711	15.6168	14.09283100492	21.78215	14.490837	14.343975	14.116581	16.453347	15.44423	16.15048	15.229437	18.54198	13.132475	15.58936	14.00118	13.58319	12.626892	14.83238	20.89518	14.64923	13.51798	9.93074	17.007584	12.97468
SNRNP40	28.1875	24.627	28.4088	30.0499	31.5034	40.4534	28.8386	35.1277	25.2155	38.117	29.4994	32.6877	35.5617	26.9261	35.0437	32.1199	32.919	32.463	36.4534	34.2392	36.0277	29.9196	40.094	34.2954
SNRNP48	76.7112	81.2112	65.6263	81.1413	68.0269	72.9203	81.4417	78.6328	84.0771	82.5946	68.7872	65.9743	73.0768	79.4826	84.2588	80.7221	89.3984	86.4821	86.6912	93.8282	70.7869	89.9145	99.892	71.9316
SNRNP70	235.1431	167.9601	165.4614	186.7488	142.7628	193.6185	184.0683	196.3208	210.092	191.1858	190.8623	221.4195	150.1181	183.3169	175.2857	199.3088	160.7106	193.6706	177.5138	154.013	164.38186	152.411	175.77649	154.8622
SNRPA	42.60564	41.04191	43.2736	33.14747	43.35516	44.45364	44.15288	36.07422	42.253743	38.91604	46.83753	48.81922	47.00371	48.23869	41.3535	43.68192	40.80377	45.86944	36.60345	46.46412	40.48521	38.15299	36.589085	38.63628
SNRPA1	109.871	115.18	102.917	99.7211	85.7043	72.373	91.573	83.1745	74.8669	95.0975	90.0853	94.7181	89.4587	94.1107	86.1161	88.4907	72.8259	79.4316	70.6568	86.1058	75.2453	68.5739	91.9526	78.2107
SNRPB	262.4574	209.8421	192.6693	247.2655	216.9487	294.4718	218.1887	225.6541	177.7151	231.6672	199.1035	228.0687	168.2983	201.8717	221.1328	222.5493	179.6808	192.8611	244.409	183.3004	135.5614	156.4709	195.1755	203.516
SNRPB2	53.52724	26.516391	43.89411	56.988703	32.793741	43.30038	49.56973	28.72062	28.128247	33.721293	40.329655	29.378838	46.625075	39.64185	33.034972	31.618824	14.048791	28.597367	15.844839	37.98257	32.32722	55.4907	51.04374	39.51457
SNRPC	86.7605	79.5657	83.9895	83.6268	79.7081	80.7367	75.2495	82.4579	83.0225	88.2932	82.3235	86.2002	80.7221	70.5736	74.6517	84.6574	66.7655	82.5764	84.635	79.5171	67.712	72.6235	73.2497	74.2053
SNRPD1	71.5043	74.212	75.3179	81.0142	86.3905	103.736	113.78	81.6727	81.57	95.523	86.3578	94.2059	76.1588	70.6239	81.2226	85.8224	87.1959	72.606	73.722	98.3406	74.4513	73.3451	83.2497	72.0398
SNRPD2	64.3774	62.9229	53.9877	62.0612	93.9996	37.6993	73.6878	91.44	31.4123	72.2358	71.1752	54.0929	78.1693	46.4929	44.1866	77.2622	54.5849	52.6175	89.5023	80.323	72.7462	29.5823	49.4076	29.5586
SNRPD3	205.379	157.921	243.582	221.102	248.98	267.516	188.506	212.784	214.847	222.079	227.823	221.553	223.235	210.093	216.84	246.324	191.887	202.398	245.972	227.638	177.403	200.017	217.225	181.799
SNRPE	160.327	133.844	157.838	158.462	161.859	164.833	169.743	155.998	145.313	177.586	112.808	155.719	123.011	139.127	143.627	137.876	137.059	127.844	126.038	157.192	156.023	158.295	199.6	227.622
SNRPF	102.116	103.252	105.829	102.742	105.142	107.904	93.511	85.4106	80.8768	99.8076	76.8069	111.867	77.4292	88.6785	100.038	114.052	107.003	95.7841	85.988	102.425	82.2496	89.8011	97.2171	92.5135
SNRPG	98.97947	80.8765	139.439	100.73346	123.51919	91.2027	124.48243	116.16145	96.587	131.05563	82.75035	97.2941	85.2249	102.617	87.2579	101.774	90.4857	101.84027	84.3234	107.68	77.4305	107.781	99.1095	101.038
SNRPN	371.283	283.38	290.809	362.198	269.223	229.161	238.187	263.641	233.178	234.254	204.446	212.811	230.103	168.52	170.121	159.476	217.208	240.753	160.342	184.731	183.527	239.433	210.235	212.185
SNTA1	66.7275	83.2527	77.6348	95.7211	88.3996	114.363	99.2471	92.6677	102.13	94.2152	97.7336	87.1696	85.4846	80.4925	126.913	118.089	99.9847	99.6878	119.567	97.7383	100.006	94.2631	126.006	105.381
SNTB1	4.477309	6.01749	4.83828	5.34333	7.0539	7.73494	4.84107	5.92594	4.6989	5.17431	5.408756	10.221705	3.2384	6.505072	3.80457	5.711986	5.88509	5.765454	4.620299	6.82504	4.95542	5.93867	8.8705	4.71711
SNTB2	6.92702	8.63353	7.46441	9.29392	9.36652	18.562	9.62085	8.91798	11.0172	16.8953	9.73235	8.8671	5.13577	7.31962	27.4632	14.7177	11.1532	13.8213	9.56925	14.0696	11.8784	8.08588	22.9003	14.5275
SNTG1	7.54282	9.211741	11.24853	9.626915	13.56494	9.08097	9.62101	9.349808	13.281607	12.019208	12.439609	13.848644	14.75577	7.534313	14.15214	12.201342	12.10538	9.93675	6.294524	12.260176	16.24254	14.47161	15.05667	12.433962
SNTG2	5.34486	1.85963719717	4.149572	6.27145	7.37817	4.865286	5.7266	6.997782	9.17404	7.336015	8.257016	4.433446	4.934241	3.597015	4.1781	5.01908	10.395036	8.17552	5.65615	6.66737287	7.20741	7.68727	7.29015	5.5109
SNTN	0	0	0	0	0	0	0	0	0	0	0	0	0.565157	0	0	0	0	0	0	0	0	0	0	0
SNU13	188.264	185.435	185.746	212.369	173.007	208.876	189.838	209.764	174.605	220.171	191.352	206.172	180.877	230.335	215.102	222.824	205.939	193.514	202.281	222.258	183.735	185.164	184.579	182.695
SNUPN	27.4679	20.9195	29.4948	23.1605	29.9994	21.7886	22.5004	22.8038	26.3658	23.5324	24.2251	20.835	24.5481	25.4369	22.8561	22.7244	27.1532	26.3652	19.1658	22.8476	21.8717	21.0889	18.6366	26.3606
SNURF	362.5213	358.39761	413.72941	397.8648	473.1727	341.32	401.2405	444.2628	416.0653	394.59701	357.9626	310.394	401.24755	282.39	341.1885	281.9703	292.38289	401.5563	314.5229	351.92111	423.94661	450.4903	393.66325	462.7559
SNW1	52.2973	63.9334	69.1508	65.9076	70.5703	80.8192	66.0084	78.8731	78.9857	74.5183	74.7803	84.2867	74.1612	88.7836	80.6368	76.546	68.0099	75.8935	65.475	79.4593	72.7651	71.9508	78.4998	76.6001
SNX1	87.7532	105.334	104.746	82.8845	98.3655	88.588	87.1975	86.2657	99.7072	89.9553	94.5009	116.062	96.9318	132.706	84.1988	89.2357	75.1721	91.2872	82.4546	92.2632	86.3023	100.345	77.9803	94.2435
SNX10	39.60444	51.73109	52.30351	55.02861	85.17167	86.57989	71.79732	68.0866	106.89082	80.87052	92.11845	69.363	106.7997	44.76399	82.21601	63.52383	59.61947	72.84826	50.15328	83.29453	89.99562	84.69359	76.3338	63.44108
SNX11	48.08513	48.4591	35.60588	44.2376	30.1488	31.86722	47.25289	38.5465000102672	35.33535	35.8933	43.5166	46.7953	41.62374	37.994	33.7414	43.3284	38.39774	38.6995000056795	34.8127	29.08912	35.81571	38.0955	37.849	43.9551
SNX12	123.077	126.657	118.545	133.896	129.109	129.852	116.626	142.9	128.574	142.799	134.208	112.524	131.083	97.0696	124.689	117.627	114.039	123.45	106.441	129.689	128.411	131.058	150.323	130.962
SNX13	5.10557	6.750352	9.02088	6.3133767242	11.529887	11.583941	9.439807	8.3789971513	11.12454	10.56990170613	12.33056	11.88550445185	13.88365	8.83591	16.393137	11.25868	8.77593	10.668766	4.975958	12.917373	17.04426	11.489535	13.60276	10.691100301904
SNX14	69.00189	83.28353	91.96964	74.682313	97.94557	85.60749	94.80881	90.69006	81.99777	84.50579	82.70607	80.76355	93.25823	84.45813	91.85067	102.43189	74.71816	72.25411	46.65462	79.07841	104.53481	95.1168	84.89251	95.0514
SNX15	28.36703	26.53534	30.44186	36.14534	27.267238	29.00172	27.02328	25.27822	24.53284	21.09338	29.13778	26.13007	23.272435	25.098341	30.40231	25.42232	27.90474	35.12104	24.92618	28.359341	28.92187	30.91078	30.03065	23.76383
SNX16	13.4588	21.1313	22.7434	17.2559	29.7535	30.7499	19.6411	24.378	34.6091	37.6566	42.2319	26.9711	41.7085	18.8302	38.621	28.7657	20.7021	27.6448	20.8788	38.1899	47.0399	31.5353	37.728	26.6333
SNX17	90.034	81.5845	96.8382	86.62	94.7875	68.9993	81.0753	96.8511	82.6204	74.1873	82.1902	67.9393	79.1822	85.1053	78.7383	76.7217	86.1044	78.1129	76.32	83.9893	75.7487	75.476	78.3959	84.4196
SNX18	8.0989	8.262482	7.173498	6.51939	7.322293	7.320903	5.75971	5.938655	8.230178	7.75202	6.859445	8.46776	7.418298	7.124927	6.420683	5.106846	6.193838	5.502135	5.80801	8.43773	8.96682	6.835791	7.292663	6.35477
SNX2	11.5943	12.5868	17.4552	14.1292	20.442	20.6013	17.0539	18.2405	21.8891	24.4083	21.1286	19.8871	21.7716	15.9828	27.2698	24.7029	17.721	19.329	12.906	22.3066	24.8602	19.4281	23.7525	20.4162
SNX20	0.15499	0.504953	0.311496	0.168667	0.899949	0	0	0.403469	0.411346	0.164658	0.355166	0.639186	0.30179	0	0.641158	0	0.56148	0	1.08157	0.409366	0.226314	0	0	0.49967
SNX21	64.3351	91.1075	51.5793	59.0701	40.8435	37.5513	67.0094	55.6222	61.598	61.3846	62.1886	53.8459	51.4735	61.8075	37.9032	44.1163	80.8214	74.6477	53.2465	60.0829	44.1298	63.989	55.6047	59.3148
SNX22	11.475458	3.45596	20.23913	6.64609	18.0035	5.08984	12.98142	8.78276	10.3245	4.53235	7.35486	11.9005	12.8962	11.258	11.0347	5.59364	12.3376	12.6021	2.95475	8.89971	22.39859	11.2777	4.62973	11.8169
SNX24	22.4480246	25.442325	33.84064	33.248531	33.1946	34.098107	36.93112	27.73922	32.26376	31.74135	26.60618	34.13327	24.28009	23.7533	31.35831	31.66234	26.59377	29.86527	23.56023	33.26021	34.15823	20.36599	38.53855	35.36765
SNX25	8.92505	12.8263	17.4672	9.03265	13.0919	8.3279	11.2546	8.80109	9.13655	12.9521	14.5692	15.2293	18.1892	14.1686	11.5641	13.0033	10.7169	9.70425	6.58581	11.1378	12.7742	13.0788	11.1938	13.4207
SNX27	48.63782	53.47161	44.75183	53.3969	49.604321	64.1171	54.56481	48.329500344119	59.5374	57.7602535	63.23667	69.18253	57.41541	48.27093	72.263251	59.340884	49.61719	64.00327	56.74007	66.25512	66.38067	61.2654	67.1399000324729	57.67062
SNX29	24.48177	23.22181	22.27551	24.75791	15.56099	14.17435	15.70231	16.68133	15.70205	16.000588	16.77545	18.4147	16.85165	17.62184	14.57851	17.33141	18.31269	16.475137	18.02011	15.10324	15.97712	15.66189	18.37361	15.88473
SNX3	253.554	324.809	353.781	297.695	334.353	335.747	289.304	286.592	352.377	331.769	307.873	302.972	339.449	282.165	306.149	288.31	269.59	311.221	221.384	327.221	371.63	346.626	379.496	372.762
SNX30	27.71098	21.11113	24.60902	28.19446	23.15459	28.79144	22.80529	22.72641	23.52355	25.17599	23.70316	25.13883	20.22948	24.64644	19.83696	24.82858	24.08773	22.84334	22.81594	28.6341	26.90647	24.90676	29.22499	19.08967
SNX31	0.0293237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX32	166.153	202.369	185.15	159.818	162.721	88.9905	158.373	162.641	146.077	122.432	163.347	153.412	166.164	186.395	150.582	156.352	144.695	168.499	163.382	145.202	140.645	167.54	112.162	141.069
SNX33	10.7387	13.349	17.667	9.31545	11.4466	7.43246	12.8597	12.3489	8.31532	8.65255	11.2916	21.7765	17.3794	26.4497	7.44815	12.988	9.34809	7.49143	8.47361	8.36119	12.8405	13.9461	7.25311	12.3659
SNX4	27.83517	21.526474	28.875085	24.71844	44.7628362	27.500493	27.087114	30.775697	32.40805	28.49686	29.03344	29.67526	30.34307	28.10813	45.59394	29.34055	25.13378	31.4352894	27.459218	40.431914	37.385533	31.498212	40.3859	30.040289
SNX5	47.51512	50.4906	44.78154	51.15722	49.5814	49.57087	55.03339	55.20194	48.89587	53.20373	48.95634	57.94659	49.44924	59.60343	60.69215	49.82999	49.79374	49.52201	38.38768	46.85607	67.5089	57.67242	59.61184	66.860470678163
SNX6	28.27549	31.0264	36.719	33.31582	46.0384	44.8258	35.2104	37.3757	41.98438	39.7503	34.4535	33.2474	35.80832	32.9678	41.2546	33.3873	36.46234	32.7581	17.58303	36.5479	42.2842	41.9189	33.7075	35.0232
SNX7	4.245124	4.388238	3.73051	6.51407	8.55444	9.31102	7.39561	2.74235114917	5.16164	10.60816	9.71871	8.74166	7.28345	5.75658	12.34288	6.17015	8.41056	8.10903	5.83966	5.13454	6.67114	8.57957	10.27625	8.70122
SNX8	23.10947	17.424745	22.49387	24.71083	18.06971	18.09643	20.73496	24.89283	19.16285	16.13112	19.49301	20.78615	17.4279	18.803576	22.30026	22.81332	24.34135	23.86631	19.60373	17.98429	18.94913	17.05183	19.11582	18.4813
SNX9	33.95491	29.62735	37.34255	38.33817	33.79868	57.02609	39.93086	42.2133	41.69172	31.7436	33.05246	43.71419	34.45011	52.99503	37.96331	38.55957	33.12804	33.55304	42.41148	34.93969	42.63396	49.31347	35.25775	35.667967
SOAT1	16.8253	15.051	14.1428	15.4081	12.572	9.22651	14.4952	12.5627	13.8463	11.6072	13.8907	18.6099	17.1968	13.9587	18.1862	16.5724	18.4745	16.2137	16.4988	13.5334	16.909	14.1543	17.4001	17.787
SOAT2	1.15238	0	0.22695	0.988067	1.04907	2.19991	0.651451	0.589383	2.29196	1.02855	0.864611	0.698762	0.146452	0.32043	0.154545	0.244134	1.1951	1.46174	1.06919	0.6597	0.107824	1.41778	1.1444	1.30769
SOBP	91.547	109.2789	87.3303	89.2437	83.6021	80.9863	80.4639	87.1684	79.1172	88.1451	91.9942	84.0527	95.4651	75.7108	104.3279	89.201	85.6426	82.6175	81.5293	77.9223	107.0076	105.6245	97.3386	84.0288
SOCS1	3.10935	1.80833	1.02528	1.25128	0.740531	0.776668	2.2091	2.49214	1.35277	1.88982	1.31622	1.97258	0.744764	2.43885	3.02576	0.82831	2.93741	3.30614	4.02896	1.00893	3.14474	2.05653	0.874344	2.0412
SOCS3	4.26589	4.29529	4.21352	3.16342	2.68646	3.0808	2.94908	4.717	3.92312	3.7974	1.8268	2.9078	3.44552	3.15432	3.63504	2.73495	3.44442	3.587	3.08228	3.73707	2.58674	5.12838	4.02621	2.73778
SOCS4	8.56062	8.97113	10.2545	10.3059	11.6371	14.0079	9.33354	10.5693	14.0498	11.1772	10.8488	12.8377	11.9788	10.1607	12.5838	10.6413	10.3528	11.3218	5.27105	12.472	13.5619	12.6501	15.9607	11.2922
SOCS5	7.731462	13.1945900021612	11.6596179648	11.876239	15.90133	17.830445	14.302499	13.58703	18.29412	18.3875	15.2808790003315	15.89687	17.187815	16.73547028277	20.67302	17.3706	11.684104	15.5355800004615	14.57228	19.86304	18.13227	17.54706	19.49909	16.78698
SOCS6	8.04592	13.72971	10.22581	9.76071	10.41203	11.5144000007917	9.75639	9.98221	11.4618	13.436400080855	11.8764592	13.19162	12.975469	9.7383269	13.0154	12.3495	9.3555481	10.6711000018707	9.10361	10.960596	13.804000000693	11.82994	15.9065006	12.90904
SOCS7	82.60271	71.15005192755	64.327560279215	75.59235	69.3387100012189	86.1715	66.50739	73.81899	88.91652	75.26109	73.4724	75.18187	69.04746	60.696940005513	71.908951	73.521408	68.9583000090951	70.37904	75.461109	76.68554	85.82534	77.061991	84.45495	69.53481
SOD1	743.076	773.365	864.213	740.429	932.016	860.513	875.845	807.315	882.307	839.925	771.792	822.967	828.483	834.857	731.495	745.821	784.8	888.222	857.024	760.341	746.655	767.805	615.138	705.598
SOD2	249.977	328.47	340.579	290.692	358.535	278.718	324.695	304.131	312.211	309.89	295.62	297.422	340.384	292.245	280.705	291.823	333.522	344.599	348.646	318.784	313.83	328.135	266.998	259.348
SOD3	0.260083	0.476995	0.440765	3.66153	0	1.42474	0	0.380709	1.35775	1.8617	0	0	0.284659	1.2419	0	0.475017	0.176771	0.47399	1.1926	0.128656	0.426064	0	2.51911	0.470278
SOGA1	19.883743	11.775989	16.2858300045454	17.7747400016078	16.8094000006243	12.94736	10.445816	12.53675	13.46815	12.08919654944	12.16665	15.51273	13.02582	23.119207	13.358059	12.92687	11.3014539	9.667668137	13.10217	12.5059921934	19.560157249	15.0111500026664	11.640534	10.6581000061001
SOGA3	9.577055	10.78168	15.66038	14.18339	25.33917	26.60628	12.741192	15.721962	28.65807	21.60754	22.89792	20.797945	24.132596	12.364273	33.32904	19.45554	14.99986	24.28489	20.78997	24.52557	29.12396	20.16521	21.18189	15.5101
SOHLH1	0.0417418	0	0	0	0	0	0.154602	0	0	0	0.286613	0	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH2	3.85892	3.97693	4.01182	4.25649	3.81792	3.39858	4.02389	4.80811	6.27661	3.3509	6.42265	3.02704	6.64765	3.53168	5.572	4.93644	4.68469	3.579896	2.74755	4.78806	5.72525	6.520174	4.261	2.88928
SON	80.42602	77.87057	88.5272	93.30169	107.87687	125.20359	106.08034	103.71442	125.36733	125.4212	127.66423	122.80949	118.18433	97.55546	162.04724	137.12964	118.53524	120.32026	105.31744	123.13682	159.35783	114.04914	147.69476	116.30229
SORBS1	37.0745073338948	30.3808053277914	29.8828888167632	36.2404283107247	36.8055950507609	36.476717774102	40.5703982187731	32.01702349852	38.0542997433069	46.3022679596742	36.8891395943945	29.523271017231	37.3108530262596	24.9051662789659	43.755379242476	37.4870691662258	42.2696252594223	41.7554324921275	36.5543311360024	36.657313074409	48.87277216891	28.680964726305	40.7829170016371	34.5017510610209
SORBS2	23.8960834864007	28.1661580156	24.9370380098486	23.861166523	29.614189575	39.6524853561	26.1491090029052	30.729064	41.172050158818	38.562891	28.321413	23.558342	29.03621	16.1654503	35.2313486818619	25.4081412484454	26.8348280033092	33.19581	22.870658	24.3305719575244	38.796444	34.341194	38.47201368	24.256538321
SORBS3	16.160689	11.32301	9.859756	11.86352	9.325869	8.18703	10.715	11.34934	7.164055	12.8513	9.985038	8.92621	6.58214	11.996974	8.807375	7.250688	12.220722214	10.639543	10.048561	11.395	7.81099	9.216796	13.80031	11.45447
SORCS1	6.346101	8.142157	5.58690571	7.570469	9.35575995	17.46566	7.73054	8.118634	8.088591	8.898281	10.222676	12.04684	8.593688	5.51573	16.671789	10.794786	7.387651	10.315357	13.398459	12.052859	16.192555	7.280005	10.20747	7.96642
SORCS2	113.142	83.2315	96.6927	84.4337	72.9065	60.0069	61.7271	72.0997	55.8397	58.3039	81.2897	90.4121	98.0389	126.51	72.1489	68.4803	84.8282	65.1564	72.6561	66.0681	71.6991	65.2299	56.0122	78.9958
SORCS3	13.6926	17.0816	17.6393	19.5438	15.5682	20.0824	21.3049	17.4779	20.7376	23.8435	24.4311	21.0577	31.6063	21.132	26.1516	22.7474	19.8721	23.7024	16.971	19.8426	30.0528	19.2766	19.9412	25.5942
SORD	10.08898	14.5107	20.51367	19.38911	19.31178	13.16011	13.99473	19.23546	25.8199	17.64888	26.66859	22.92206	22.37755	18.62674	26.29137	18.34775	17.019	20.95614	15.65444	26.38677	17.91438	22.56335	18.85144	18.09091
SORL1	65.7687	79.6424	75.083	61.2393	42.1025	66.3913	58.2327	68.6508	46.2567	54.06	59.1448	86.2476	83.6449	117.926	71.5115	83.7947	59.4101	51.9681	66.8491	57.7601	65.602	72.1156	63.162	85.5644
SORT1	175.5993	235.791	185.3969	221.509	222.448	311.479	255.5957	274.394	312.751	307.568	266.83	274.053	261.853	269.097	267.701	257.318	246.303	254.99	253.326	276.436	276.148	303.875	305.075	273.815
SOS1	86.22733	101.08474	96.17898	96.74769	92.16015	92.07383	98.985867	93.90462944	103.83882	100.79228	105.196225	114.02005	115.39501	105.41094	104.26559	103.52975	98.77647	94.6257624905	89.8738211	96.63919	112.97856	119.02643	112.8808	109.2699624743
SOS2	7.42395	7.81894187	8.840538224	8.890487	10.888698631	11.8606017	8.83865	9.249297	10.0512444	11.18797	10.997761	12.45816352312	11.96376	8.48096900819171	12.9610652726	11.14439	9.4594878651	12.109528959	6.0421879061	12.33326	14.953765123	10.18986	12.98568	11.147657
SOST	1.5484	0.15173	0.207753	0.452429	0.32011	0.0839067	0.0851841	0.269819	0.0912036	0	0.158326	0.639673	0.268109	0.220038	0.636249	0.0744822	0.0842304	0.0743269	0	0.120735	0	0.0996928	0	0.108648
SOSTDC1	7.02809	0	0.42971	0.467402	2.08564	0	0.634457	1.00403	0.226488	1.08009	0.392775	23.1965	0.831979	0	0.61509	0.277422	0.31286	14.9493	0.302977	0.59992	1.47354	1.11765	4.49085	0.947856
SOWAHA	90.5968	74.3531	77.1201	80.362	83.0382	65.8154	67.014	84.4093	91.0681	62.5545	115.793	87.1506	105.767	89.86	142.459	179.151	110.337	120.417	126.769	107.751	98.4385	85.7932	94.86	106.717
SOWAHB	1.89371	6.94831	4.10547	2.15068	2.50498	1.43231	3.06866	1.83627	2.54917	3.07386	6.38949	3.23648	5.24302	2.43775	5.9812	3.98792	2.97136	4.22628	3.35834	3.94266	5.56065	2.95469	3.10991	3.9314
SOWAHC	2.65193	1.92432	3.06655	3.85195	3.58492	3.06688	1.4905	1.76162	2.11104	2.55949	1.91769	1.90327	2.41495	1.81465	3.04809	2.26074	2.00451	2.2561	1.56768	3.22636	3.72532	1.78324	3.31966	2.66259
SOWAHD	4.62212	5.3018	1.79753	3.01119	2.07725	1.84287	3.06151	2.78349	2.36733	2.02281	3.08222	1.632	1.94055	4.10055	3.45821	1.63587	5.04548	4.30376	2.85403	2.89279	1.67257	2.09	3.7119	2.82007
SOX10	23.6671	27.2676	32.3418	19.1494	27.1875	6.38035	8.51826	8.03204	6.78237	9.43576	10.4079	10.2817	7.92168	22.1371	8.69707	6.89326	10.3915	12.7138	12.2105	8.82597	4.14275	10.273	5.93513	10.8337
SOX11	12.1008441	11.6427	10.037	9.81885	9.5538	8.87461	4.85954	6.27708	7.1757	7.62907	8.28556	7.41206	7.60154	4.74011	9.67084	5.80964	4.93106	6.91951	5.61323	9.67018	10.4252	7.56294	9.0931	8.12749
SOX12	42.1157	35.0678	34.6166	39.5284	30.2907	23.1857	29.057	32.7741	26.2245	29.932	29.1791	27.4177	24.8792	22.1845	28.2568	28.5743	35.2069	29.051	34.413	23.7905	24.2942	26.0138	31.7312	31.4386
SOX13	13.858974	10.233847	12.939983	15.81314	9.2216	4.288447	9.325789	6.33907	5.329225	9.7272	9.442868	8.34672	8.022161	13.32525	8.456166	9.65982	12.672491	8.93252	12.94242	8.00539	6.871423	10.900311	13.56406	10.93567
SOX14	0.00775503	0	0.4183	0	0.161131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109392
SOX15	0.439647	0.18654	0.346153	0.561633	0	0.209807	0.213348	0.896238	0.228681	0	0.788961	0.177564	0.335434	1.09779	0.178397	0.746539	1.03742	1.11747	0.798281	0.151776	0.25256	0	0	0.557716
SOX17	1.86263	1.34106	1.41634	0.771333	1.48794	0.624009	0.633478	0.501747	0.169548	0.605068	0.956851	0.991132	0.373848	1.22753	0.788287	0.207699	0.705222	1.03634	0.152026	0.953774	1.09816	1.57383	0.647247	0.10088
SOX18	1.47811	3.65391	1.07543	0.998393	1.59791	2.42105	0.756926	0.995039	2.63727	0.974252	1.22628	0.788138	0.297684	1.62295	0.790407	0.331201	2.77009	1.65241	0.889474	0.538342	0.223126	0.676252	1.5835	2.70938
SOX2	47.6243	44.1698	65.8409	58.3208	61.63	28.3238	36.7888	40.5991	35.9275	48.552	67.5847	54.3378	44.8132	55.2898	48.6208	41.5824	48.9524	47.0133	50.8971	43.5353	41.4176	42.3636	49.8989	55.8961
SOX21	10.1861	14.378	13.7207	12.7168	11.8983	7.55108	6.48453	8.22334	8.49215	9.24852	10.1306	9.62713	8.31612	13.4907	5.85602	8.76619	12.1708	9.63462	9.82561	8.45024	8.17783	10.1741	13.4944	11.3069
SOX3	0.562746	1.10009	0.350126	0.272644	0	0.484773	0.738086	0.260036	0.395005	0.312796	0.572234	0.359372	0.242057	0.424057	0.560656	0.967848	0.976339	0.322025	0.947909	0.392291	1.27543	0.430181	0.584366	0.468554
SOX30	0.108318	0.211208	0.143395	0.0520299	0.125576	0	0.0683953	0.123318	0	0.0505761	0	0.0500389	0.188976	0.150849	0.0966677	0.512506	0.0604685	0.162595	0.0568517	0.208207	0	0	0.237385	0.234121
SOX4	7.12824	6.86327	6.48865	6.31258	6.20043	4.18812	3.43351	4.0022	2.92465	3.63873	4.31818	3.7827	2.95385	4.58219	5.27168	4.01054	2.85875	2.64758	2.81398	3.1438	4.23537	2.91076	4.09632	3.20589
