sample_HFS156	sample_HFS157-resub	sample_HFS158	sample_HFS159	sample_HFS160	sample_HFS199	sample_HFS200	sample_HFS201	sample_HFS202	sample_HFS253	sample_HFS254	sample_HFS255	sample_HFS256	sample_HFS257	sample_HFS303	sample_HFS304	sample_HFS305	sample_HFS306	sample_HFS307	sample_HFS348	sample_HFS349	sample_HFS350	sample_HFS351	sample_HFS352
SOX5	2.370048	2.543573	2.215998	3.07793	3.94019	1.9037819	2.527829	3.2561	2.828023	2.809617	3.893683	3.18247	5.230543	1.813028	5.118056	3.25663	3.499693	4.879902	2.662894	2.934546	4.101829	4.78057	3.743742	3.66346
SOX6	1.39658220013919	1.3356530478116	1.22061	1.24065195646	1.02323412350575	1.276550016375	1.0705970350396	2.038513	1.477990568478	1.399596	1.28384	1.2117940263204	1.104008	0.97876940472	1.642836	0.769689	1.6400470918928	1.958359	0.855834	1.47724000242534	1.5399614353278	1.7415430557847	1.8579314354002	1.2078537745
SOX7	1.7346	1.03444	0.941715	1.14054	1.27401	0.262597	0.647516	1.08766	1.58926	0.438905	0.610227	0.702125	0.815864	0.49897	0.920455	0.170589	0.191366	0.393007	0.681398	0.870665	1.12494	0.686096	1.60446	0.98907
SOX8	23.4984	27.3646	33.2085	26.0909	32.788	7.55268	13.5423	12.4134	12.8094	7.65963	14.6566	19.5537	19.0009	21.9129	16.8735	16.4126	14.0525	13.8155	19.8806	12.2318	19.8469	19.745	15.0086	17.0453
SOX9	11.8976	14.2025	14.9663	13.3977	13.039	7.11372	6.61854	8.04859	4.89852	12.2444	15.1438	15.4005	13.7274	11.5261	11.2141	9.90097	16.2127	11.4261	12.4917	11.9275	9.73181	12.7458	12.4468	16.9179
SP1	4.908877	3.48685	5.16031	5.321167464	5.96763	6.50176	4.917558	4.453272	5.00952	6.80741011507	5.9325	5.767903	5.51651	4.9566	7.57939	6.542557171	3.85067000189226	5.71563	4.72475	6.28945	7.106400404669	5.861761	7.011292	6.07758
SP2	11.528997	12.017963	13.575093	15.691836	15.791019	16.203685	12.42297	17.229724	17.649682	18.634827	18.400045	17.92138	16.343804	14.09479	21.04212	17.3732	18.279369	16.190164	18.513426	17.920329	20.995049	16.027559	22.25614	16.66379
SP3	17.32536	18.92003	23.81941	19.96805	27.40093	34.7731	23.67126	25.73919	32.7218	31.44691	31.9017	30.2579	30.0143	19.97055	40.7761	37.4708	27.2601	28.802	19.77144	34.4764	37.8597	28.3949	37.2092	27.4455
SP4	3.797056	4.27276093	3.871433	6.428520542	8.765668	10.4895433	5.6414375	5.906505	7.9951537163	9.5853	8.05894280457	6.59054	7.11672	5.422341	13.12234	8.622096	6.29446000259049	6.41899	4.4699100737355	10.65456983	10.32489301445	4.90067	11.50816804	8.52743
SP5	0.0675783	0	0.151946	0	0.175592	0	0	0	0.300232	0.0794608	0.173659	0	0.0735391	0	0	0	0	0.0815553	0.0894736	0.132506	0	0.109534	0.12771	0.238797
SP6	0	0.116722	0	0	0	0.389694	0	0	0	0	0	0	0	0.226784	0	0	0	0	0	0	0	0	0	0.679197
SP7	0.04790844502	0.14156	0.17182583709371	0.74961982130395	0.370709	0.131767	0.3169059400722	0.5025146215371	0.508745	0.31311260934152	0.29485766797944	0.13227645278966	0	0.13732944770976	0.08748831271	0.09233940584078	0.21342047531387	0.137181	0.1528795691	0.423018	0.12205781991417	0.423412	0.179658	0.13389611964988
SP8	0.452082	0.480812	0.748639	0.6930235	1.30959	0.868183	0.5876206	0.5167752	0.876839	1.26459	0.3647398	0.978044	0.430782	1.59762	0.32540264	0.327145	0.18335	0.5984555	1.03045621	1.208134	0.10298	0.458342	0.5358139	0.393965
SP9	3.26906	1.90331	7.45618	4.97941	8.43438	3.68964	5.23034	3.47975	7.18819	8.18481	6.90615	7.27576	5.7418	5.84241	5.51244	5.81436	5.92961	7.94299	4.10254	8.41393	8.4849	6.55182	4.91104	7.79305
SPA17	9.33717	3.38377	5.09848	9.59598	3.67324	4.98062	6.276	2.86894	6.31502	6.14323	5.76205	4.53049	7.39045	5.6787	9.87907	3.42358	12.8279	1.37013	1.80733	5.89759	12.309	7.1887	10.192	4.20387
SPAAR	0.58026	0.371229	0.568754	0.61756	0.65727	0.413575	0.28004	0.147529	0.150017	0	0.51944	0.583632	0	0.240624	0.349819	0.367454	0.412485	0.977791	0.531441	0.198832	0.327234	0.165398	0	0
SPACA1	0.0222296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA4	0.178544	0.132294	1.09588	1.45361	0.140715	0	0.299807	1.545105	0	0.12814	1.6677	0.124946	0.589623	2.57512	1.12424	1.57369	1.32315	0.392582	0.402891	0.425879	0.526447	0	0	0.774463
SPACA6	2.93286	1.29079	1.37021	2.721	1.18757	0.652142	2.64774	2.22585	1.86783	1.22395	3.19052	1.45663	1.51532	2.23008	2.44321	2.89327	3.10397	2.41483	0.869653	1.19303	1.10891	1.61298	1.14312	1.45127
SPACA9	49.98295	49.8831	38.09156	31.6123	38.2797	16.09264	32.09562	33.3503	25.46916	30.1602	22.63282	31.59879	38.52718	35.230151	30.51308	28.76618	35.25633	32.65397	25.26714	31.2233	34.0369	25.44334	26.21193	22.72898
SPACDR	1.326294	0.667232	1.212004	1.135633	1.13572	1.08915	1.617495	0.388005	0.648234	0.316378	0.560822	1.91516	0.669465	0.949276	0.504151	0.77189	1.981138	0.264054	0	0.524619	0.611653	0.715963	0	1.058256
SPAG1	0.626842	0.247625	1.3494	0.449858	0.779686	0.454078	0.368675	0.146189	0.789069	0.702052	0.514665	1.00035	0.435199	0.635822	0.381513	0.201408	0.824324	0.964772	0.267126	0.48922	0.158828	0.642962	0.561115	0.816729
SPAG16	0.0507454	0	0	0	0.0879033	0	0	0.0987696	0	0.0795589	0.0869356	0	0.0736291	0.0805472	0.0777008	0	0	0.16331	0	0.132669	0.433711	0	0	0
SPAG17	0.133154	0	0.0391092	0.0427183	0.248569	0	0.120174	0.0254357	0	0.182689	0.179091	0.160587	0.0945795	0.0622281	0.178828	0.231051	0.0239517	0.125771	0	0.0679877	0.19252	0.194889	0.161832	0.181784
SPAG4	0.85871	0.122099	0.336637	0.731119	0.129676	0.407978	1.24311	1.01879	0.443943	0.471745	0.640547	0.69089	0.325986	0.593452	0.920101	0.483293	0.135665	0.241132	0.131107	0.392251	0	0.489314	1.14321	0.35598
SPAG5	1.6193	1.2708	2.47669	1.55503	2.27396	1.56176	1.79352	2.11734	1.42826	0.846859	2.71767	4.07457	1.44428	2.73392	2.41642	1.85929	1.45151	1.63718	2.17777	1.53474	1.43639	1.55067	1.86042	2.7433
SPAG6	5.279104	5.231446	2.98017	6.509039	4.122924	3.92089	3.26264	3.390477	4.7747530989	2.834895	3.96058638	5.008973	6.252953	4.074329	4.560702	3.842448	7.183161994	4.46840884	4.43544	4.724294	3.95946	2.171828	4.61108	4.41088
SPAG7	59.9329	56.9215	51.4226	58.5845	69.4439	57.5239	64.2359	62.0555	54.1161	60.35	65.1822	55.9267	73.015	64.7341	79.4683	68.4024	76.1881	72.8365	78.03	60.211	54.5361	60.0524	51.1379	61.3712
SPAG8	1.87269	0.768377	2.10447	1.22205	1.70237	1.35992	0.517738	0.911031	1.66299	0.953055	1.36318	0.935948	1.49373	1.70879	2.64982	1.43354	1.36499	0.978798	1.40625	2.14037	1.39793	0.808044	1.76595	1.65123
SPAG9	34.36295185851	48.0531567	53.617619	50.53227	60.5857152	64.945474	57.353705	59.2103789961	76.7686000103409	76.036239	59.76258	68.28701	75.2694051	40.3738247	88.213114	65.95085750678	54.1945568967	59.932775616	67.05855	69.762713	95.89823	74.86585	87.09916	64.868402
SPARC	204.9751	132.83065	131.3735	141.0424	105.79085	38.873884	31.42328	32.30635	30.98355	44.64318	35.59443	49.192917	36.59891	50.4516	30.46283	34.62487	25.48936	45.34569	35.80791	43.21263	34.6912	31.61501	31.1302	51.64297
SPARCL1	1513.63	1552.69	1814.68	1406.87	2161.58	1713.77	1626.55	1394.98	1633.36	1624.19	1880.75	2105.37	1904.2	1788.73	1893.96	1716.3	1686.84	1998.41	1573.53	2149.93	2248.82	2157.94	2070.79	2040.05
SPART	14.5917	16.2593	20.8687	16.113	22.6973	22.0277	16.602	19.1999	19.8361	22.9148	23.0874	21.7752	20.5626	17.2842	23.5461	19.4588	18.1828	21.6404	12.8466	22.3315	24.2791	19.3607	23.7418	23.8871
SPAST	23.3922	27.4517	32.6901	26.7104	33.5758	36.8345	24.6911	25.0865	32.9796	35.4544	24.9949	30.8327	28.2879	25.27	29.5964	25.9413	22.5657	25.2908	17.7551	34.59	34.054	31.6317	40.6143	28.3753
SPATA1	1.40746	1.122234	1.88292	2.42051	2.47266	0.933386	2.00081	1.99979	1.691634	0.896316	1.36906	0.61485	0.828542	0.99663	1.400074	0.552548	0.727031	1.194672	0.402334	1.7923	1.34505	1.607598	1.00978	2.15739
SPATA13	6.625305	10.908547	9.433860672669	11.0398670578516	14.5174	27.37985	11.769467	13.035981	15.665936	17.78653	15.458036	16.432564229676	4.356834	8.773453	30.561641	23.44016	10.279625	18.75216	24.254522	26.86998	16.02214	4.965694	29.241088	13.220391
SPATA16	0.0663875	0	0	0	0	0.103425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA17	2.624994	2.23105	3.36221	1.90871	1.79178	1.58719	0.447615	2.10137	1.82123	2.488922	2.78806	1.45296	1.9574	2.64192	3.059124	2.61006	3.1166	1.368696	2.40147	2.17408	2.49328	1.16408290336	0.565264	0.914225
SPATA18	0.996776	0.131782	0.478175	0.848188	1.76134	0.543039	0.845001	0.116585	0.196558	0.279594	0.547255	0.552197	0.896311	1.39443	0.516748	0.096332	0.767607	0.929303	0.817813	0.597829	1.0534	1.40739	1.19055	1.62486
SPATA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.556205	0	0	0	0	0	0	0	0	0	0
SPATA2	39.1514	49.7243	33.5524	36.6759	30.6588	25.9043	34.3266	37.6808	34.2247	35.7894	33.2251	35.2211	32.2423	39.8506	28.86	34.2148	44.4432	37.1231	40.0909	32.2815	30.0606	36.9791	36.0586	36.249
SPATA20	1.02735	0.326649	0.297714	0.454115	0.619275	0	0.878771	0.618834	0	0.186418	0.0680846	0.427792	0.115249	0.315413	0.728743	0.128049	0.217563	0.319457	0.351889	0.259376	0.169083	0.342125	0.199277	0
SPATA21	0.710551	0.949481	0.236736	0.858717	0.547152	0.573703	0.0970823	0.71719	0.831664	1.32107	0.811624	0.728883	0.61109	0.50132	0.483775	0.933834	0.766805	0.508297	1.02162	0.481794	2.25122	0.56923	2.65515	0.496437
SPATA22	0	0	0	0	0	0	0	0	0	0	0	0.156278	0	0	0	0	0	0	0	0	0	0	0	0
SPATA24	7.10495	8.09963	7.82182	10.5109	6.81108	8.80184	5.7519	3.63341	7.45881	11.1109	5.30209	2.43918	9.70433	9.79173	7.50331	9.72741	12.7337	8.49722	5.13605	3.22911	5.01659	5.08729	8.48811	5.099
SPATA25	0.296224	0.639681	0	0	0	1.4488	0	0.386869	0	0	0	0	0	0	0.304409	0	0	0.972101	1.02462	0	0	0	0	0
SPATA2L	107.555	133.316	78.6009	96.7572	81.8644	83.7643	87.5005	106.115	98.5899	73.2883	87.7329	70.014	69.4552	105.737	99.042	109.348	115.567	104.563	129.783	81.2823	68.6661	70.8741	94.8804	111.879
SPATA31D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31F1	0.0493167	0	0	0	0	0.0487254	0	0.104569	0	0	0	0.0412851	0.194584	0	0	0	0	0.0431381	0	0	0.0568468	0.115058	0	0
SPATA31F3	0.366587	0	0	0	0.332897	0.523757	0	0	0	0.456088	0.164281	0.591126	0.418573	0.152197	0.296135	0.465636	0	0.929261	0.167124	0	0	0	0.493507	0
SPATA4	0.564886	0	0.340938	0.737756	0.788012	0.206663	0	0.882805	0.450433	0.541743	0.194283	1.22423	0.660739	0.719948	0.52705	0	0.817727	0.183427	0.393347	0.298963	0.497191	0.502165	0.294237	0
SPATA45	0.293915	0	0	0	0	2.76576	1.88797	0.493684	0	0	1.29773	0.388293	0	0	3.17666	0.823492	0	0.823587	4.35308	1.01648	1.71345	1.74372	0	1.27083
SPATA46	2.17293	1.24503	0.475013	1.98459	1.09964	0.22953	1.51505	2.22921	0.876586	0.603577	2.6103	2.04947	1.01323	0.806984	1.56977	1.96233	1.38718	2.14708	1.02302	1.15821	1.49888	1.81378	1.76431	1.64883
SPATA48	0	0	0	0	0	0	0.147446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA6	1.49032	0.601957	1.28672	0.899392	1.80559	1.78197	0.791661	2.50491	2.66482	1.34866	0.839937	1.60345	3.02531	2.82098	3.2908	1.58254	2.11723	2.17141	0.323587	2.96829	3.02467	3.32457	1.24144	1.74035
SPATA6L	2.4696505	2.63885	2.147445	3.723837	2.217113	1.514563	2.179566	1.550272	2.99931335	2.742686	2.442153	2.174591	3.479637035	4.328975	0.592522	2.861652	1.862355	1.552582	0.946045	1.925724	3.214109	4.203262	2.93885	3.80615
SPATA7	15.927	13.4825	17.7575	15.9445	22.3195	19.8013	19.755	16.3543	17.7039	15.3801	20.8643	20.839	22.5972	20.9047	22.6807	20.0128	18.6689	20.8063	18.1844	19.0582	17.525	23.025	17.2193	19.8757
SPATA9	3.37023	2.50209	1.91024	2.0468	3.73941	1.63418	2.65625	1.22322	2.13512	3.2691	3.63425	4.28855	3.3954	3.7386	3.60056	4.64819	2.64265	3.3337	0.470261	1.76969	3.50853	2.5607	3.22537	2.96945
SPATC1	3.73396	2.72681	3.84617	4.10173	1.33339	3.05451	3.36291	2.05527	2.47437	1.60195	2.29784	2.19325	1.28186	1.44958	1.04443	3.85826	1.14782	1.74181	2.07869	2.45491	2.17568	2.44634	2.70497	3.13017
SPATC1L	0.0183091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS1	0.416047	0.225116	0.209882	0	1.45442	0.253977	0.258136	0.813301	0.554572	0	0.716401	0.430092	0.203299	0	0.650338	0.226488	0.250301	0	0.240328	0	0.616574	0	0	0.340933
SPATS2	14.769129	15.4732350089719	18.953197	20.8046512994	16.49641	15.97562	15.52033	16.381918	15.12005	14.143902	15.48523706976	17.45529	15.0795	18.495669	19.362366	16.330692	14.540333	13.468429	11.8816	14.91441	15.44824	15.79933	15.88231	17.60813
SPATS2L	43.121327	47.70613	37.77321	41.3803	51.211803	38.07452	50.67612	50.53328	52.67274	47.59779	49.94283	54.59688	52.53912	44.81381	45.05922	45.33407	45.85799	56.34681	34.53466	47.33438110865	48.82877	61.397457	53.66306	51.677
SPC24	4.32985	1.95942	1.60099	4.4403	3.43443	3.3226	4.50292	4.4259	2.41999	1.706	1.03926	4.21246	1.55131	2.8945	3.30913	2.22135	2.45126	0.985703	2.61375	3.41808	1.34815	3.06929	3.60807	1.49221
SPC25	0.746112	0	0.844249	0	1.17079	1.43289	0.208024	0.218616	0	0.178827	0.192447	0	0.654452	0.356573	0.347977	0	0.607607	0.181677	0	0.148048	0.738412	0	0.291309	0.543551
SPCS1	115.348	100.548	105.471	124.051	111.629	118.636	129.075	112.465	105.887	118.189	118.674	93.1779	110.123	95.1013	102.304	113.968	100.299	100.172	117.077	100.539	89.747	95.3566	89.3154	88.0679
SPCS2	141.196	132.943	146.98	131.812	138.348	143.62	119.345	127.336	121.335	143.341	130.787	135.259	132	125.125	122.114	118.953	121.65	111.968	85.2005	122.089	132.071	112.115	138.23	127.915
SPCS3	25.5809	23.6982	32.5532	35.7414	40.5556	35.6842	28.122	37.1575	41.4519	42.6607	35.4631	37.8638	34.931	26.0866	37.6598	33.2282	44.0626	35.8157	22.7826	39.173	47.0293	39.5494	44.9799	36.8753
SPDEF	0.140647	0	0	0	0	0	0	0.126452	0	0	0.222609	0.100006	0	0.103123	0	0	0.118061	0.104666	0	0	0	0.141177	0.16479	0
SPDL1	3.8879284597	4.989179	6.3694731	6.422295	4.954429	7.578051	6.257442	5.178974	7.47054	6.74639	5.710311	6.027081	8.704452	8.809791	5.571382194	5.636998	5.488257	7.275653	5.335989	6.374931	8.027171	6.938869	7.18906	5.890492567
SPDYA	0.287088	0	1.14424	0.399674	1.28173	0	0.455588	0.717268	0	0.392112	0.421163	0	1.43304	0	0.571932	0	0	0	0.425293	0.162212	0.270298	0	0	0
SPDYC	0.0324727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319602	0.674087	0	0	0	0.526392	0
SPECC1	17.5972901	19.64281	26.561705	21.57588	24.775695	21.650001	20.643127	18.97518	19.25295	21.371188	23.946842	22.24558	22.284517	20.10419	23.26926	23.09813	20.30541	21.109631	17.045654	22.115866	30.081112	25.377059	23.751135	24.162977
SPECC1L	14.4177	15.1462	13.9498	16.5322	15.2383	16.7176	15.8052	15.0426	17.2712	17.5934	16.0444	14.2546	16.4771	14.371	14.6683	14.0855	16.1104	16.1331	14.763	12.8003	14.2573	18.1532	15.0957	15.6116
SPEF1	6.01116	5.31212	4.16858	7.21262	4.95894	2.82236	2.41272	4.53927	3.30934	3.45551	4.2056	5.22227	3.97502	5.13055	4.0647	7.77853	4.18018	6.24936	3.33177	3.79239	5.13752	3.96422	4.20795	4.99119
SPEF2	0.248512	0.104566	0.118452	0.181089	0.520152	0.057393	0.727999	0.369736	0.311559	0.147632	0.108471	0.170229	0.160424	0.552783	0.0240815	0.127249	0.464007	0.101591	0.0282246	0.18537	0.0667043	0.168802	0.157024	0.477661
SPEG	50.344002	74.47765198	30.2772445	44.3254400313785	31.57270217051	29.9942103	42.650704790196	41.57463192241	40.9987434	46.8977608783111	42.06969	34.67118475	28.86316420854	44.0461105	39.39059	38.582705327	49.12844815779	43.90382	51.55693679	35.6324105041528	30.977425204	39.01330413	34.869356	34.67354
SPEM1	2.14633	1.28392	1.75282	1.92002	1.40608	2.03231	1.83354	1.67904	0.826914	2.29019	1.84779	1.01633	1.41482	0.862345	1.83947	2.70638	1.45956	0.637565	1.21568	1.18656	1.65194	2.79143	2.31547	3.29482
SPEM2	0.0747447	0.209815	0	0	0	0	0	0.249591	0	0.201715	0	0.0986922	0.09311	0	0.196843	0	0.116531	0	0	0	0	0	0.162567	0.303837
SPEM3	0.0412813	0	0	0	0.0475558	0	0	0	0	0	0	0	0	0	0.3352	0	0	0	0.0488392	0	0	0.176618	0	0.192322
SPEN	19.86725	14.141033	15.24957	19.672108	18.11644	23.7748	21.39096	19.34963	25.16274	24.78646	18.45743	27.31413	18.75038	21.92282	24.25085	25.23549	20.56366	23.47481	18.47336	22.02027	29.97807	24.83527	27.28984	24.491640475
SPESP1	11.562195	9.32123	8.582952	10.14264	10.75388	13.95328	8.603768	11.30114	8.795733	14.41328	13.645292	15.811317	13.417691	6.960107	12.20643	14.56361	11.927706	14.057147	6.959416	10.36647	13.40365	8.836727	17.831274	13.289998
SPG11	8.519119	9.3715268	7.016356	7.70608	8.99756	9.226157	9.77688	8.29787	8.667901	11.3123119	9.280134	9.856873	10.29912	10.874059	12.444835	11.49303	10.54216	9.56961	7.200757	9.15051	11.41652	11.472036	11.01946	13.500391
SPG21	36.532468	27.691455	23.238474	11.406238	25.328148	23.85309	24.89287	24.34077	30.931581	20.15363	13.90786	29.5292	23.58446	10.28494	24.69133	25.78098	16.60508	36.618367	15.371468	28.246549	13.40355	33.923478	26.94712	25.57333
SPG7	84.4938	99.1348	86.8675	65.3368	79.7443	79.0434	88.6415	99.2397	97.2537	87.9789	95.4085	87.5286	85.4471	102.833	108.099	113.162	105.576	107.469	111.983	100.485	87.8329	89.022	80.8286	120.821
SPHK2	113.20212	79.70321	78.81943	81.69029	76.89277	62.13965	68.021366	70.05149	66.04312	61.938699	65.761055	65.17996	67.049454	59.898904	59.222319	75.68071	80.316537	72.93422	76.57489	67.64222	63.17921	74.48839	71.23237	77.21992
SPHKAP	13.6023161	16.4059700119393	20.480489899	18.61997	24.878004	18.001757	19.75718	17.370986368	20.837162	18.9076256012759	20.7920157311	15.36907909644	32.74961200042	8.02181	26.067973	15.4966401304264	24.969820291965	20.35301	22.370710181307	23.53535	27.2698510027071	16.88740033	18.7935001356167	22.153266708304
SPI1	2.073937	1.63894	2.767777	1.373485	2.196735	2.279869	1.966046	2.090295	0.6694033	2.53816	2.748093	2.44845	1.35146	3.050768	4.014535	4.254873	2.748771	4.2041	3.395567	1.864725	1.27726	1.10998	2.37907	2.219951
SPIB	0.131485	0.234637	0.430973	0	0	0	0	0.279528	0	0.226342	0.492094	0.110564	0	0.113979	0.110386	0	0	0.810261	0	0.0941327	0.619008	0	0.548156	0.170706
SPIC	0.171024	0	0	0	0	0	0	0	0.587016	0.236285	0.25228	0	0	0	0.687836	0	0	0.717398	0.253808	0	0	0	0	0
SPICE1	6.297909	5.92151798214	7.34697852658	6.93505	7.8797235994	7.708586	7.552127	7.01817	6.50321	8.08197	8.130074	8.074238	7.59394800089586	7.247398	9.618469	8.98916	6.36046703	6.93591	6.05216	9.742766	10.63751	6.802695	8.01253	9.30157
SPIDR	1.2921	1.70222	1.3838	1.72103	0.892528	1.55934	2.4133	1.9248	1.35468	1.2381	0.699729	1.25527	1.27652	1.39905	1.14585	1.55605	1.65259	1.13877	0.803638	1.62357	1.95207	1.88383	1.22934	1.65063
SPIN1	26.55896	37.71001	41.45776	38.61131	54.7125	52.64746	34.7796	40.21493	59.16022	48.91265	57.01837	45.89532	56.85169	29.59512	68.67728	42.28108	38.85705	46.8167	40.59755	56.52205	63.88737	39.13174	60.64243	43.31804
SPINDOC	100.080928	110.96124	86.930107	105.71088	82.472491	80.02599	97.34528	93.53563	88.582472	93.9567	96.459615	83.91949	97.33907	73.17509	77.09921	92.16855	80.7987800051923	87.4555500006464	88.3088	70.96706	86.06275	99.65223	98.86498	84.796796
SPINK1	0.0972257	0	0	0	0	0	0	0	0	0.940493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK4	0.315245	4.51876	0	1.48882	0	0	1.7179	1.79334	0	0	0	0	0	1.50043	1.44903	0	3.33149	0	6.61605	0	0	0	7.30977	2.26336
SPINK5	0.0097971	0	0	0	0	0	0	0	0	0.137338	0	0	0	0	0.0447681	0	0.107314	0	0	0	0	0	0	0
SPINK8	0.0655131	0	0	0	0	0	0	0	0	0.637256	0	0	0	2.4986	0	0	0	0	0	0	0	0	0	0
SPINT1	0.61974	0.265727	0.322562	0.632394	0.670962	1.17414072	1.41511	0.629354	2.231409	2.46339	0.737562	1.117682	0.996309	0.136674	0.460794	1.9827083	1.805934	1.17695	1.14497	1.779847	0.946022	1.478793	3.04091	0.303277
SPINT2	304.365	257.647	200.364	257.5181	188.0349	134.6263	126.2928	153.8996	156.7792	155.5255	195.812	161.0664	186.5178	87.61778	120.8392	131.8013	144.7346	159.5075	122.3608	144.0993	151.1795	144.6681	171.1355	130.5723
SPIRE1	57.758605108	68.3368950015598	57.66000373227	53.6903500023586	62.1124327	68.57808563466	57.711250286	67.5462454082062	79.5562379735	64.4246547616	80.7442	74.652537165	76.988048348	62.128232395676	81.8247301	74.7442214355	63.1406239418	64.508438964	54.6928265	77.58192574595	89.8188630215567	95.635762	121.0043129094	72.72782366716
SPIRE2	63.93319	56.790361	58.33901	60.91632	53.83893	49.9282	51.19848	50.1807128	52.86209	46.9232	57.36533	47.24294	49.45846	54.83721	51.04821	55.12513	50.78094	50.80092	55.24955	56.51605	55.16376	64.83675	54.89925	49.27458
SPN	1.40174	1.16031	0.912971	2.18407	1.50139	2.67985	1.2951	1.27828	2.12503	1.46105	1.28579	0.829005	0.509601	0.558448	1.53648	0.981066	1.11581	2.25935	1.96127	1.52745	1.04094	1.40468	2.27634	1.47469
SPNS1	96.1667	107.9587	73.5634	88.8499	64.3029	52.33070801465	65.8266	72.55858	64.00016	49.05708	62.53577	45.84102	56.56842	89.7701	48.39928	66.3137	82.48345	72.802399	77.83849	59.55619	45.7187	62.44393	60.24575	66.1037
SPNS2	114.603	86.5566	68.2368	77.6955	81.7917	74.6371	69.7463	80.3201	73.5351	61.0746	63.9488	76.5179	75.1528	94.7863	66.9494	66.1106	63.3061	59.9447	69.2863	68.3968	62.5745	71.7618	55.2387	67.9385
SPNS3	0.95796	0.0880814	0.88601	0.438206	0	0.0975984	0	0.313717	0.31835	0.0842955	0.644306	0.247992	0.545788	0.767516	0.246935	0	0.29344	0	0.379056	0.21078	0	0	0.813411	0.126733
SPO11	0.206256	0	0	0.310761	0	0	0	0.18577	0	0	0	0	0.416641	0	0	0.154494	0.517738	0	0	0	0	0	0.491141	0
SPOCK1	31.2466	48.0103	63.7542	38.6897	84.3267	79.5868	41.2448	39.647	81.5234	55.6682	58.9111	56.9506	81.7022	65.9998	41.5746	23.376	42.4445	51.0457	59.8946	57.1126	61.615	77.1494	52.3468	50.8579
SPOCK2	372.0296	356.3658	446.3575	462.0302	490.131	568.973	418.8764	521.553	627.472	523.9868	543.701	511.652	477.897	338.3843	532.604	488.585	471.609	491.263	536.094	540.713	534.271	502.473	556.788	418.782
SPOCK3	12.0030901	12.73005	22.8714	18.0477600005519	27.8323	47.53258	16.8442	20.454	23.60778	36.7844	23.639433	18.51606	15.58766	18.61849	36.447279	26.619752	19.336725	33.23317	17.058356	40.48276	31.70058	14.06841	32.520057	25.720603
SPON1	35.4229	43.124	42.1663	40.8246	47.7101	69.3957	36.9485	43.2859	34.8682	28.3769	51.2846	54.8644	55.9637	71.9285	61.8573	78.1957	46.6354	38.1172	53.5378	54.0601	80.2213	39.8583	62.0554	55.7197
SPOP	57.50998	66.25087	70.62733	81.43303	79.67457	87.63962	79.58903	78.47217	92.4367	100.27263	87.05246	90.05242	88.66867	69.28634	81.85972	81.073065	69.99202	91.89001	62.2092	88.39366	83.22813	88.74317	90.74235	83.72259
SPOPL	3.88484	5.48563	4.416037786	4.029163	7.64723	9.49701	9.0365	4.72463	12.65271	8.78178	11.28063	10.05515	9.90194	5.51582	16.20299	9.78285	9.30652	10.07428	6.05605	12.01262	13.69355	9.15418	15.76381	10.28656
